Index Type	Index Volume	Index Page	Entry Order	Subject	Type	Detail	Detail Prefix Added	Citation Order	Citation Law Type	Citation Year	Citation Session	Citation Session Type	Citation Volume	Citation Page	Citation Page Range	Citation Chapter	Citation Bill Type	Citation Bill Number
Va. Acts Index	1976-1980	2	19	ACTIONS AND SUITS	Citation	Circuit court clerks; authorized and directed to admit to record memoranda of lis pendens or attachment for actions pending in any court of this State. Amending § 8-142	f	1	Va. Acts	1976				212		178	H.B.	153
Va. Acts Index	1976-1980	2	20	ACTIONS AND SUITS	Citation	City charters, annexation suits and consolidation of governmental units into a city; temporary restrictions Amending § 15.1-1032.1.	f	1	Va. Acts	1977				1245		630	S.B.	735
Va. Acts Index	1976-1980	2	21	ACTIONS AND SUITS	Citation	Civil cases; actions on insufficiency of defensive pleadings. Amending § 8.01-274	f	1	Va. Acts	1978				496		336	H.B.	676
Va. Acts Index	1976-1980	2	22	ACTIONS AND SUITS	Citation	Civil cases; attachment shall be commenced by a petition, even an attachment for rent. Amending § 8.01-537	f	1	Va. Acts	1978				588		418	H.B.	678
Va. Acts Index	1976-1980	2	23	ACTIONS AND SUITS	Citation	Civil cases; disposition of papers. Amending §§ 16.1-115, 16.1-118 and 16.1-118.1.	f	1	Va. Acts	1977				213		169	S.B.	585
Va. Acts Index	1976-1980	2	24	ACTIONS AND SUITS	Citation	Civil cases; disposition of papers in district courts. Amending § 16.1-115	f	1	Va. Acts	1976				455		387	H.B.	98
Va. Acts Index	1976-1980	2	25	ACTIONS AND SUITS	Citation	Civil cases; disposition of papers in district courts in Petersburg City. Amending § 16.1-115	f	1	Va. Acts	1979				693		452	H.B.	1429
Va. Acts Index	1976-1980	3	1	ACTIONS AND SUITS	Citation	Civil cases; disposition of papers in district courts in Roanoke County Amending § 16.1-115	f	1	Va. Acts	1976				354		316	H.B.	451
Va. Acts Index	1976-1980	3	2	ACTIONS AND SUITS	Citation	Civil cases; party may plead several matters, rules for counterclaims Amending § 8.01-272	f	1	Va. Acts	1979				538		367	S.B.	909
Va. Acts Index	1976-1980	3	3	ACTIONS AND SUITS	Citation	Civil cases; removal of action involving more than $1,000 to circuit court. Amending §§ 16.1-77 and 16.1-92	f	1	Va. Acts	1978				72		40	S.B.	91
Va. Acts Index	1976-1980	3	4	ACTIONS AND SUITS	Citation	Civil cases; use of depositions by a registered nurse. Amending § 8-313	f	1	Va. Acts	1977				268		224	H.B.	1803
Va. Acts Index	1976-1980	3	5	ACTIONS AND SUITS	Citation	Civil cases; when action deemed brought in district courts. Amending § 16.1-86	f	1	Va. Acts	1980				1166		739	S.B.	483
Va. Acts Index	1976-1980	3	6	ACTIONS AND SUITS	Citation	Consumer protection; recovery of civil penalties and certain attorney's fees. Amending § 59.1-206	f	1	Va. Acts	1980				194		171	H.B.	373
Va. Acts Index	1976-1980	3	7	ACTIONS AND SUITS	Citation	Contracts for construction of State highways; limitation of suits, adjustment of claims, civil actions, etc. Adding §§ 33.1-192.1 and 33.1-386 through 33.1-389	f	1	Va. Acts	1976				258		230	S.B.	441
Va. Acts Index	1976-1980	3	8	ACTIONS AND SUITS	Citation	Convicts; provisions for instituting suits for monetary relief Amending § 53-307; adding § 53-307.1.	f	1	Va. Acts	1980				593		504	H.B.	585
Va. Acts Index	1976-1980	3	9	ACTIONS AND SUITS	Citation	Correctional or custodial officers of prisons; payment of fees for legal defense. Amending § 53-19.19	f	1	Va. Acts	1976				607		517	H.B.	351
Va. Acts Index	1976-1980	3	10	ACTIONS AND SUITS	Citation	Debt; payment into court as part of claim. Amending § 8.01-421	f	1	Va. Acts	1978				587		416	H.B.	658
Va. Acts Index	1976-1980	3	11	ACTIONS AND SUITS	Citation	Divorce and annulment cases; notices to take depositions after suits have commenced, except contempt proceedings, may be served to counsel for opposing party Amending § 20-99	f	1	Va. Acts	1977				81		60	S.B.	595
Va. Acts Index	1976-1980	3	12	ACTIONS AND SUITS	Citation	Divorce and annulment cases; service of process on defendant or plaintiff who beomes a nonresident after commencement of suit. Amending § 8.01-319	f	1	Va. Acts	1979				705		464	H.B.	853
Va. Acts Index	1976-1980	3	13	ACTIONS AND SUITS	Citation	Divorce cases; service of process on defendant or plaintiff who becomes a nonresident after commencement of suit. Amending § 8.01-319	f	1	Va. Acts	1978				1101		676	S.B.	448
Va. Acts Index	1976-1980	3	14	ACTIONS AND SUITS	Citation	Emergency care; civil liability exemptions. Amending § 54-276.9	f	1	Va. Acts	1979				1155		729	H.B.	1372
Va. Acts Index	1976-1980	3	15	ACTIONS AND SUITS	Citation	Emergency care; civil liability exemptions. Amending § 8.01-225	f	1	Va. Acts	1980				486		419	H.B.	334
Va. Acts Index	1976-1980	3	16	ACTIONS AND SUITS	Citation	Emergency care; civil liability exemptions (Good Samaritan Bill) Adding § 8.01-225; repealing § 54-276.9.	f	1	Va. Acts	1979				1104		713	S.B.	650
Va. Acts Index	1976-1980	3	17	ACTIONS AND SUITS	Citation	Employers; any who willfully collect any moneys unlawfully withheld from employee shall be guilty of a misdemeanor. Amending § 40.1-29	f	1	Va. Acts	1977				383		308	S.B.	919
Va. Acts Index	1976-1980	3	18	ACTIONS AND SUITS	Citation	Estates; statute of limitation on filing claim when death occurs prior to commencement of action. Amending § 8.01-229	f	1	Va. Acts	1978				1291		767	H.B.	813
Va. Acts Index	1976-1980	3	19	ACTIONS AND SUITS	Citation	Evidence; depositions as basis for motion for summary judgment or to strike evidence in certain cases. Amending § 8.01-420	f	1	Va. Acts	1978				587		417	H.B.	660
Va. Acts Index	1976-1980	3	20	ACTIONS AND SUITS	Citation	Fraud; written evidence required to maintain action for services to be performed in sale of real estate. Amending § 11-2.	f	1	Va. Acts	1976				192		157	H.B.	421
Va. Acts Index	1976-1980	3	21	ACTIONS AND SUITS	Citation	Garnishment; maximum amount subject thereto, interest. Amending §§ 8.01-511, 8.01-512 and 8.01-515; adding § 8.01-512.1.	f	1	Va. Acts	1979				312		242	H.B.	1694
Va. Acts Index	1976-1980	3	22	ACTIONS AND SUITS	Citation	Garnishment proceedings; institution. Amending § 8.01-511	f	1	Va. Acts	1979				511		345	S.B.	836
Va. Acts Index	1976-1980	3	23	ACTIONS AND SUITS	Citation	Garnishment proceedings; use of judgment debtor's social security number, fee for garnishee-employers Amending §§ 8.01-511 and 8.01-512; adding § 8.01-512.2.	f	1	Va. Acts	1980				644		537	H.B.	268
Va. Acts Index	1976-1980	3	24	ACTIONS AND SUITS	Citation	Garnishment summons; judgment creditor to furnish clerk with self-addressed stamped envelope of judgment debtor. Amending § 8.01-511	f	1	Va. Acts	1978				476		321	H.B.	208
Va. Acts Index	1976-1980	3	25	ACTIONS AND SUITS	Citation	Garnishment summons; judgment creditor to furnish clerk with social security number of judgment debtor. Amending § 8.01-511	f	1	Va. Acts	1978				746		506	H.B.	903
Va. Acts Index	1976-1980	3	26	ACTIONS AND SUITS	Citation	Garnishment summons; may be mailed by certified mail, liability of federal government as garnishee, effect of support. Amending §§ 8-441 and 8-442; adding §§ 8-441.3 and 20-78.1.	f	1	Va. Acts	1976				927		659	H.B.	895
Va. Acts Index	1976-1980	3	27	ACTIONS AND SUITS	Citation	Garnishment summons; may be served by mail to judgment debtor, when returnable. Amending § 8-441 and 8-442	f	1	Va. Acts	1977				685		454	H.B.	1333
Va. Acts Index	1976-1980	4	1	ACTIONS AND SUITS	Citation	Garnishment summons; provisions for service on a corporation. Amending § 8.01-513	f	1	Va. Acts	1980				604		514	S.B.	481
Va. Acts Index	1976-1980	4	2	ACTIONS AND SUITS	Citation	Garnishment summons; when returnable. Amending § 8.01-514	f	1	Va. Acts	1979				41		36	S.B.	821
Va. Acts Index	1976-1980	4	3	ACTIONS AND SUITS	Citation	Homestead exemption of householder; property or estate exempt from levy, distress, garnishment, etc. Amending § 34-26	f	1	Va. Acts	1976				186		150	H.B.	239
Va. Acts Index	1976-1980	4	4	ACTIONS AND SUITS	Citation	Injunction bond; for any temporary or permanent injunction sought by, or awarded to, the Commonwealth, or any of her officers or agencies, no bond shall be required. Amending § 8-623	f	1	Va. Acts	1976				274		238	S.B.	395
Va. Acts Index	1976-1980	4	5	ACTIONS AND SUITS	Citation	Interrogatories; proceedings to ascertain estate of debtor. Amending §§ 8.01-506 and 16.1-103	f	1	Va. Acts	1978				101		66	S.B.	364
Va. Acts Index	1976-1980	4	6	ACTIONS AND SUITS	Citation	Interrogatories; production of book accounts or other writing compelled by adverse party. Adding § 8.01-506.1.	f	1	Va. Acts	1978				499		339	H.B.	1013
Va. Acts Index	1976-1980	4	7	ACTIONS AND SUITS	Citation	Interrogatories; where service of summons may be made to ascertain estate of debtor Amending § 8.01-506	f	1	Va. Acts	1979				288		225	H.B.	1436
Va. Acts Index	1976-1980	4	8	ACTIONS AND SUITS	Citation	Judgment by default; abolishes requirement of 3 days notice. Repealing § 8.01-427.1.	f	1	Va. Acts	1978				594		426	S.B.	5
Va. Acts Index	1976-1980	4	9	ACTIONS AND SUITS	Citation	Judgment by default; 3 days notice required before entering. Adding § 8-140.3.	f	1	Va. Acts	1977				13		8	S.B.	229
Va. Acts Index	1976-1980	4	10	ACTIONS AND SUITS	Citation	Judgments for money; writ of fieri facias to be issued only if so requested by a party in interest. Amending § 8-399	f	1	Va. Acts	1976				403		354	H.B.	557
Va. Acts Index	1976-1980	4	11	ACTIONS AND SUITS	Citation	Jurors; expenses for viewing any property, premises or place in question in a controversy between parties shall be taxed like other legal costs. Amending § 8.01-376	f	1	Va. Acts	1978				536		367	H.B.	557
Va. Acts Index	1976-1980	4	12	ACTIONS AND SUITS	Citation	Jury panel; copy to be furnished to all counsel prior to trial. Amending § 8-208.16	f	1	Va. Acts	1976				297		261	H.B.	551
Va. Acts Index	1976-1980	4	13	ACTIONS AND SUITS	Citation	Juvenile and domestic relations district courts; jurisdiction and procedure on appeal to circuit court Amending § 16.1-296	f	1	Va. Acts	1978				645		445	H.B.	522
Va. Acts Index	1976-1980	4	14	ACTIONS AND SUITS	Citation	Land, unlawful entry or detainer by tenant; statute of limitations set at 3 years. Amending § 8.01-236	f	1	Va. Acts	1978				681		471	H.B.	559
Va. Acts Index	1976-1980	4	15	ACTIONS AND SUITS	Citation	Legal proceedings of local and political subdivision governing bodies; employment of counsel. Amending § 15.1-19.2.	f	1	Va. Acts	1976				650		544	H.B.	681
Va. Acts Index	1976-1980	4	16	ACTIONS AND SUITS	Citation	Legal proceedings of local and political subdivision governing bodies; expenses, settlement or judgment may be made from public funds or other funds, use thereof to establish and maintain a self-insurance program. Amending § 15.1-19.2.	f	1	Va. Acts	1978				641		442	H.B.	409
Va. Acts Index	1976-1980	4	17	ACTIONS AND SUITS	Citation	Liens; owner responsible for evidence to show amount indebted to general contractor. Amending § 43-7.	f	1	Va. Acts	1979				611		412	H.B.	961
Va. Acts Index	1976-1980	4	18	ACTIONS AND SUITS	Citation	Liens against the Commonwealth; notice and enforcement. Amending §§ 8.01-66.5, 8.01-66.6 and 8.01-66.8.	f	1	Va. Acts	1980				919		623	H.B.	293
Va. Acts Index	1976-1980	4	19	ACTIONS AND SUITS	Citation	Local officers and employees; governing body to provide legal service in suits. Amending § 15.1-19.2.	f	1	Va. Acts	1977				68		47	H.B.	1533
Va. Acts Index	1976-1980	4	20	ACTIONS AND SUITS	Citation	Mechanic's lien; release upon filing bond after suit is brought. Amending § 43-70	f	1	Va. Acts	1976				456		388	H.B.	129
Va. Acts Index	1976-1980	4	21	ACTIONS AND SUITS	Citation	Mechanic's lien; release upon filing bond before suit is brought Amending § 43-71	f	1	Va. Acts	1976				457		390	H.B.	132
Va. Acts Index	1976-1980	4	22	ACTIONS AND SUITS	Citation	Medical reports or records; admission of evidence thereof in a civil suit not exceeding $5,000. Adding § 16.1-88.2.	f	1	Va. Acts	1978				705		490	S.B.	146
Va. Acts Index	1976-1980	4	23	ACTIONS AND SUITS	Citation	Mentally ill; appeals due to involuntary commitment. Adding § 37.1-67.6.	f	1	Va. Acts	1977				502		355	H.B.	1718
Va. Acts Index	1976-1980	4	24	ACTIONS AND SUITS	Citation	Mentally ill; appeals due to involuntary commitment may be heard by jury. Amending § 37.1-67.6	f	1	Va. Acts	1980				197		176	S.B.	94
Va. Acts Index	1976-1980	4	25	ACTIONS AND SUITS	Citation	Misdemeanor cases; issuance and service of summons in place of warrant by special policemen or conservators of the peace. Amending § 19.2-74	f	1	Va. Acts	1979				975		680	H.B.	1847
Va. Acts Index	1976-1980	4	26	ACTIONS AND SUITS	Citation	Misdemeanor cases; person shall not be held in custody after issuance and service of summons in place of waiver, reports of guilt to be sent to Central Criminal Records Exchange Amending § 19.2-74	f	1	Va. Acts	1976				1183		753	H.B.	328
Va. Acts Index	1976-1980	5	1	ACTIONS AND SUITS	Citation	Misdemeanor cases; recognizance to keep the peace, issuance of warrant or summons, power of magistrates, signing of motor vehicle registration cards and operator's licenses, penalty. Amending §§ 19.2-19, 19.2-20, 19.2-21, 19.2-24, 19.2-45, 19.2-73, 19.2-74, 19.2-123 and 46.1-7.	f	1	Va. Acts	1978				730		500	H.B.	213
Va. Acts Index	1976-1980	5	2	ACTIONS AND SUITS	Citation	Motor vehicle insurance; action against insurer for arbitrary refusal to pay small claims. Amending § 8.01-66.1.	f	1	Va. Acts	1979				764		521	H.B.	1898
Va. Acts Index	1976-1980	5	3	ACTIONS AND SUITS	Citation	Motor vehicle insurance; action against insurer for arbitrary refusal to pay small claims. Amending § 8.01-66.1.	f	1	Va. Acts	1980				502		437	H.B.	414
Va. Acts Index	1976-1980	5	4	ACTIONS AND SUITS	Citation	Motor vehicles; estimates of damages thereto in civil actions Amending § 8.01-416; repealing § 16.1-88.1.	f	1	Va. Acts	1980				201		183	H.B.	109
Va. Acts Index	1976-1980	5	5	ACTIONS AND SUITS	Citation	Nonsuits; statute of limitations for plaintiff to recommence action. Amending § 8.01-229	f	1	Va. Acts	1978				97		65	S.B.	328
Va. Acts Index	1976-1980	5	6	ACTIONS AND SUITS	Citation	Parking violations in another county, city or town; mailing of summons. Adding § 19.2-76.2.	f	1	Va. Acts	1977				283		233	H.B.	2036
Va. Acts Index	1976-1980	5	7	ACTIONS AND SUITS	Citation	Parking violations in any county, city or town; mailing of summons Amending § 19.2-76.2.	f	1	Va. Acts	1978				1340		781	S.B.	400
Va. Acts Index	1976-1980	5	8	ACTIONS AND SUITS	Citation	Paternity actions, civil; House Committee on Health, Welfare and Institutions to study need for uniform laws	f	1	Va. Acts	1977				1580			H.R.	47
Va. Acts Index	1976-1980	5	9	ACTIONS AND SUITS	Citation	Process; what to be awarded against accused on indictment. Amending § 19.2-232	f	1	Va. Acts	1980				397		349	H.B.	500
Va. Acts Index	1976-1980	5	10	ACTIONS AND SUITS	Citation	Property claimed by third party; interpleading thereon. Amending § 8.01-364	f	1	Va. Acts	1978				586		415	H.B.	657
Va. Acts Index	1976-1980	5	11	ACTIONS AND SUITS	Citation	Public utilities; State Corporation Commission to record litigation fees or expenses paid by participants in rate case proceedings for services rendered	f	1	Va. Acts	1976				1496			S.J.R.	25
Va. Acts Index	1976-1980	5	12	ACTIONS AND SUITS	Citation	Public welfare recipients, liens against; action procedures for reimbursement, conditions, etc. Amending § 63.1-133.1.	f	1	Va. Acts	1977				109		83	S.B.	676
Va. Acts Index	1976-1980	5	13	ACTIONS AND SUITS	Citation	Regulatory boards; person licensed thereby who violates any provision thereof and who is not criminally prosecuted, shall be subject to a monetary penalty Adding § 54-1.16	f	1	Va. Acts	1978				786		528	H.B.	385
Va. Acts Index	1976-1980	5	14	ACTIONS AND SUITS	Citation	Safety equipment, motor vehicle; lap belts, etc., nonuse not to be considered in mitigation of damages. Amending § 46.1-309.1	f	1	Va. Acts	1980				571		486	H.B.	395
Va. Acts Index	1976-1980	5	15	ACTIONS AND SUITS	Citation	State Corporation Commission; authorized to retain counsel for and to indemnify its employees and agents. Adding § 12.1-15.1.	f	1	Va. Acts	1976				389		341	S.B.	410
Va. Acts Index	1976-1980	5	16	ACTIONS AND SUITS	Citation	Suits for claims brought against hotel, inn or ordinary keepers; no action to be brought after 2 years from time of cause. Amending § 35-14	f	1	Va. Acts	1976				454		386	H.B.	74
Va. Acts Index	1976-1980	5	17	ACTIONS AND SUITS	Citation	Summons; issuance and service in place of warrant in misdemeanor cases. Amending §§ 19.2-74 and 19.2-80	f	1	Va. Acts	1979				974		679	H.B.	1697
Va. Acts Index	1976-1980	5	18	ACTIONS AND SUITS	Citation	Summons; issuance and service in place of warrant in misdemeanor cases, exception. Amending § 19.2-74	f	1	Va. Acts	1980				580		492	S.B.	352
Va. Acts Index	1976-1980	5	19	ACTIONS AND SUITS	Citation	Summons; issuance by juvenile and domestic relations district court. Amending § 16.1-263	f	1	Va. Acts	1978				1004		613	S.B.	256
Va. Acts Index	1976-1980	5	20	ACTIONS AND SUITS	Citation	Summons; pretrial issuance to persons charged with certain misdemeanors. Adding § 19.2-74.1.	f	1	Va. Acts	1980				393		344	H.B.	332
Va. Acts Index	1976-1980	5	21	ACTIONS AND SUITS	Citation	Summons; State police officers authorized to petition for issuance Amending § 52-9.	f	1	Va. Acts	1980				251		228	H.B.	742
Va. Acts Index	1976-1980	5	22	ACTIONS AND SUITS	Citation	Summons for unlawful detainer; issuance by clerk of a general district court Amending § 8.01-126	f	1	Va. Acts	1978				503		344	H.B.	210
Va. Acts Index	1976-1980	5	23	ACTIONS AND SUITS	Citation	Support Act, Revised Uniform Reciprocal Enforcement of; appeals thereof Adding § 20-88.28:5.	f	1	Va. Acts	1978				651		448	H.B.	779
Va. Acts Index	1976-1980	5	24	ACTIONS AND SUITS	Citation	Support cases; effect of entry in certain garnishment proceedings Amending § 20-78.1.	f	1	Va. Acts	1978				1220		736	H.B.	166
Va. Acts Index	1976-1980	5	25	ACTIONS AND SUITS	Citation	Support cases; how garnishment proceedings effected when liability is against U.S. Amending § 20-78.1.	f	1	Va. Acts	1980				128		102	H.B.	113
Va. Acts Index	1976-1980	5	26	ACTIONS AND SUITS	Citation	Sureties and creditors; suits by creditor. Amending §§ 49-25 and 49-26	f	1	Va. Acts	1979				953		664	H.B.	1737
Va. Acts Index	1976-1980	5	27	ACTIONS AND SUITS	Citation	Trials; court may try case without appointing counsel when no jail sentence imposed for nonfelonious offenses. Amending §§ 19.2-160 and 19.2-237	f	1	Va. Acts	1979				708		468	H.B.	1282
Va. Acts Index	1976-1980	5	28	ACTIONS AND SUITS	Citation	Trials; nolle prosequi shall be entered only in discretion of court with good cause shown. Adding § 19.2-265.3.	f	1	Va. Acts	1979				933		641	H.B.	1062
Va. Acts Index	1976-1980	5	29	ACTIONS AND SUITS	Citation	Unemployment compensation; liability of employing unit for benefits paid. Amending § 60.1-61	f	1	Va. Acts	1980				475		408	S.B.	465
Va. Acts Index	1976-1980	6	1	ACTIONS AND SUITS	Citation	Venue; service of process not to be executed without county or city unless it be an action against a third party defendant or defendants. Amending § 8-47	f	1	Va. Acts	1976				591		502	S.B.	76
Va. Acts Index	1976-1980	6	2	ACTIONS AND SUITS	Citation	Venue; where permissible in civil actions where defendants are unknown or are nonresidents. Amending § 8.01-262	f	1	Va. Acts	1978				585		414	H.B.	655
Va. Acts Index	1976-1980	6	3	ACTIONS AND SUITS	Citation	Warrants and summonses; alternative method to serve for misdemeanors. Adding § 19.2-73.1.	f	1	Va. Acts	1979				499		335	H.B.	1322
Va. Acts Index	1976-1980	6	4	ACTIONS AND SUITS	Citation	Warrants and summonses; procedure for execution and return outside of jurisdiction where charges should be tried. Amending § 19.2-76	f	1	Va. Acts	1979				951		661	H.B.	1698
Va. Acts Index	1976-1980	6	5	ACTS OF ASSEMBLY	See	See: Publications, State	f	1										
Va. Acts Index	1976-1980	6	6	ADAMS ISLAND	See	See: Waters of the State, Ports and Harbors	f	1										
Va. Acts Index	1976-1980	6	7	ADMINISTRATION AND FINANCE, SECRETARY OF	See	See: Administration of the Government Generally	f	1										
Va. Acts Index	1976-1980	6	8	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Acts of Assembly; copy to be sent to members of General Assembly, deletes printing and distribution of advance sheets. Amending § 2.1-257	f	1	Va. Acts	1976				526		451	H.B.	993
Va. Acts Index	1976-1980	6	9	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Acts of Assembly and Senate and House Journals; distribution. Amending §§ 2.1-536 and 2.1-538	f	1	Va. Acts	1979				564		382	H.B.	1200
Va. Acts Index	1976-1980	6	10	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Acts of Assembly and Senate and House Journals; Joint Legislative Audit and Review Commission to receive one copy each. Amending §§ 2.1-536 and 2.1-538	f	1	Va. Acts	1978				238		136	H.B.	238
Va. Acts Index	1976-1980	6	11	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Administration and Finance, Secretary of; responsible for State Treasurer and Department of the Treasury, Comptroller and Department of Accounts and Commissioner and Department of Taxation. Amending §§ 2.1-177, 2.1-192 and 58-28	f	1	Va. Acts	1976				1140		728	S.B.	306
