Index Type	Index Volume	Index Page	Entry Order	Subject	Type	Detail	Detail Prefix Added	Citation Order	Citation Law Type	Citation Year	Citation Session	Citation Session Type	Citation Volume	Citation Page	Citation Page Range	Citation Chapter	Citation Bill Type	Citation Bill Number
Va. Acts Index	1991-1995	2	1	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Administrative departments, boards, etc.; abolishes Department for Children and Department of Volunteerism, changes provisions for Council on Status of Women and Council on Indians. Amending §§ 2.1-1.1, 2.1-1.3, 2.1-1.6, 2.1-51.15, 2.1-116.16, 2.1-373.4, 2.1-397.1, 2.1-557, 2.1-700, 9-6.25:1, 9-116, 9-138.1, 9-138.3, 9-268, 9-271, 9-285, 9-290, 22.1-279.2, 32.1-122.2, 51.5-1, 51.5-2, 63.1-248.16 and 63.1-314.8; adding § 9-270.1; repealing §§ 2.1-549 through 2.1-553.2, 2.1-559.1 through 2.1-559.8, 9-117.1 and 9-117.2.	f	1	Va. Acts	1991				1009		563	H.B.	1341
Va. Acts Index	1991-1995	2	2	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Administrative proceedings; representation of agencies and departments. Adding § 2.1-121.2.	f	1	Va. Acts	1991				312		227	H.B.	1808
Va. Acts Index	1991-1995	2	3	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Administrative Process Act; preparation of a fiscal impact statement prior to implementation of a regulation. Amending § 9-6.14:7.1.	f	1	Va. Acts	1995				1492		790	S.B.	730
Va. Acts Index	1991-1995	2	4	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Administrative Process Act; suspension of effective date of regulations promulgated by an agency. Amending §§ 9-6.14:9.1, 9-6.14:9.2 and 9-6.14:9.3.	f	1	Va. Acts	1993				1100		772	H.B.	2114
Va. Acts Index	1991-1995	2	5	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Administrative Process Act; suspension of effective date of regulations promulgated by an agency. Amending §§ 9-6.14:9.1, 9-6.14:9.2 and 9-6.14:9.3.	f	1	Va. Acts	1993				695		551	S.B.	911
Va. Acts Index	1991-1995	2	6	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Adult care residences; Secretary of Health and Human Resources to study licensure thereof	f	1	Va. Acts	1994				2504			H.J.R.	208
Va. Acts Index	1991-1995	2	7	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Adult Education and Literacy, Advisory Council on; created. Amending §§ 2.1-1.7, 2.1-51.21 and 9-6.25:1; adding §§ 2.1-51.21:1 and 2.1-51.21:2.	f	1	Va. Acts	1993				927		665	H.B.	2169
Va. Acts Index	1991-1995	2	8	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Adult Education and Literacy, Advisory Council on; created. Amending §§ 2.1-1.7, 2.1-51.21 and 9-6.25:1; adding §§ 2.1-51.21:1 and 2.1-51.21:2.	f	1	Va. Acts	1993				896		653	S.B.	994
Va. Acts Index	1991-1995	2	9	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Affordable housing; Secretary of Commerce and Trade to study regulatory barriers currently existing which hinder availability thereof	f	1	Va. Acts	1994				2496			H.J.R.	192
Va. Acts Index	1991-1995	2	10	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Agency regulations which affect localities; notice requirements, granting of variances. Amending § 9-6.14:7.1; adding §§ 10.1-1307.01, 10.1-1402.01 and 62.1-44.15:01	f	1	Va. Acts	1993				1526		944	H.B.	1978
Va. Acts Index	1991-1995	2	11	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	AIDS epidemic; Secretary of Health and Human Resources to complete a plan for HIV/AIDS prevention, care, etc., for years 1991-2000	f	1	Va. Acts	1991				1953			H.J.R.	436
Va. Acts Index	1991-1995	2	12	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Aircraft acquired through forfeiture procedures; Secretary of Public Safety to publish list of participating localities. Adding § 2.1-51.17:01	f	1	Va. Acts	1995				686		464	H.B.	2279
Va. Acts Index	1991-1995	2	13	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Alcohol Safety Action Program, Commission on; appointment of members. Amending §§ 2.1-1.5, 2.1-51.43, 9-6.23 and 18.2-271.2.	f	1	Va. Acts	1993				1077		757	H.B.	414
Va. Acts Index	1991-1995	2	14	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Annual leave time; Department of Personnel and Training to study and reevaluate its policy thereon	f	1	Va. Acts	1992				2134			H.J.R.	207
Va. Acts Index	1991-1995	2	15	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Annual reports; 2 year moratorium on publication and distribution of those by any state agency or higher educational institution which receive any funds from state budget, exceptions	f	1	Va. Acts	1995				23		6	H.B.	987
Va. Acts Index	1991-1995	2	16	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Anti-crime partnership program; administration by Governor. Adding § 2.1-51.6:1.	f	1	Va. Acts	1992				975		663	H.B.	322
Va. Acts Index	1991-1995	2	17	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Arbor Day; designating as second Friday in April. Amending § 2.1-25	f	1	Va. Acts	1993				250		222	H.B.	1587
Va. Acts Index	1991-1995	2	18	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Asbestos Licensing, Board for; created. Amending §§ 2.1-1.6, 2.1-20.4, 2.1-526.14, 9-6.25:2, 32.1-126.1, 36-99.7, 54.1-500, 54.1-501, 54.1-502 through 54.1-505, 54.1-512, 54.1-513, 54.1-515, 54.1-516, 54.1-517 and 63.1-198.01; adding § 54.1-500.1; repealing §§ 2.1-526.14:1, 2.1-526.14:2 54.1-506, 54.1-508, 54.1-509 and 54.1-511	f	1	Va. Acts	1993				910		660	H.B.	1958
Va. Acts Index	1991-1995	2	19	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Assistive Technology Loan Fund; Secretary of Health and Human Resources to establish Assistive Technology Loan Program Task Force to develop a plan for implementation thereof	f	1	Va. Acts	1995				2522			S.J.R.	333
Va. Acts Index	1991-1995	2	20	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Assistive Technology Loan Fund Authority; created. Amending §§ 2.1-1.5 and 2.1-342; adding §§ 51.5-53 through 51.5-59	f	1	Va. Acts	1995				1589		812	S.B.	985
Va. Acts Index	1991-1995	2	21	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Atlantic States Marine Fisheries Compact; removes Virginia from membership. Repealing § 28.2-1000	f	1	Va. Acts	1995				398		283	H.B.	374
Va. Acts Index	1991-1995	2	22	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Attorneys' Services and Training Council; name changed to Attorneys' Services Council, duties, etc. Amending §§ 2.1-1.7, 2.1-51.18, 2.1-64.28:1, 2.1-64.28:2, 2.1-64.28:3 and 9-6.25:3.	f	1	Va. Acts	1992				84		81	H.B.	514
Va. Acts Index	1991-1995	2	23	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Attorneys-at-law; repealing power of Governor to reinstate licenses thereof. Repealing § 2.1-51	f	1	Va. Acts	1993				1188		820	H.B.	1208
Va. Acts Index	1991-1995	2	24	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Banking; Department of Economic Development to examine feasibility of developing an import-export system comparable to that in operation in Maryland and California	f	1	Va. Acts	1994				2486			H.J.R.	170
Va. Acts Index	1991-1995	2	25	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Benchmarks for future government actions; Joint Legislative Audit and Review Commission to study	f	1	Va. Acts	1994				2460			H.J.R.	107
Va. Acts Index	1991-1995	2	26	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Biotechnology regulatory framework and model legislation; Secretary of Economic Development to study feasibility and operational components thereof for a biotechnology research act in State	f	1	Va. Acts	1993				2150			H.J.R.	516
Va. Acts Index	1991-1995	2	27	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Biotechnology Research Act; created. Adding §§ 2.1-51.39:2 and 2.1-769 through 2.1-778	f	1	Va. Acts	1994				655		472	H.B.	725
Va. Acts Index	1991-1995	2	28	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Biotechnology Research Park Authority Act; created	f	1	Va. Acts	1993				1529		946	H.B.	1988
Va. Acts Index	1991-1995	3	1	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Blue Ridge Economic Development Commission; continued, appropriation	f	1	Va. Acts	1992				2087			H.J.R.	107
Va. Acts Index	1991-1995	3	2	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Blue Ridge Economic Development Commission; continued, appropriation	f	1	Va. Acts	1993				2255			H.J.R.	712
Va. Acts Index	1991-1995	3	3	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Blue Ridge Economic Development Commission; continued, appropriation	f	1	Va. Acts	1994				2542			H.J.R.	283
Va. Acts Index	1991-1995	3	4	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Blue Ridge Economic Development Commission; financing provisions increased, appropriation	f	1	Va. Acts	1995				2500			S.J.R.	290
Va. Acts Index	1991-1995	3	5	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Blue Ridge Economic Development Revolving Fund; created. Adding §§ 59.1-284.7 through 59.1-284.12	f	1	Va. Acts	1992				1260		797	S.B.	335
Va. Acts Index	1991-1995	3	6	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Blue Ridge region; establishing commission to propose recommendations to promote and stimulate economic development therein, appropriation	f	1	Va. Acts	1991				1965			H.J.R.	451
Va. Acts Index	1991-1995	3	7	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Boating Advisory Board; abolished. Amending §§ 2.1-1.6, 2.1-51.9:1 and 9-6.25:1.	f	1	Va. Acts	1991				280		211	S.B.	884
Va. Acts Index	1991-1995	3	8	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Bonds; Treasury Board authorized to borrow in anticipation of notes for use for capital projects. Adding § 2.1-179.3.	f	1	Va. Acts	1991				957		554	H.B.	695
Va. Acts Index	1991-1995	3	9	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Bone marrow donor programs; designating April 8 as recognition of such programs. Adding § 2.1-27.7.	f	1	Va. Acts	1992				872		605	H.B.	430
Va. Acts Index	1991-1995	3	10	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Brain injured persons; Secretary of Health and Human Resources to direct appropriate state agencies to conduct feasibility studies to expand current public funding for cognitive rehabilitation services therefor	f	1	Va. Acts	1993				2182			H.J.R.	573
Va. Acts Index	1991-1995	3	11	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Brain injuries and cognitive rehabilitation services; Secretary of Health and Human Resources requested to conduct educational conferences to increase awareness and knowledge thereof	f	1	Va. Acts	1993				2122			H.J.R.	462
Va. Acts Index	1991-1995	3	12	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; additional appropriations for institutions of higher education and Department of General Services for 1990-92 biennium. Amending Chapter 806, 1990 Acts	f	1	Va. Acts	1991				971		556	H.B.	1151
Va. Acts Index	1991-1995	3	13	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; additional appropriations for institutions of higher education for 1990-92 biennium. Amending Chapters 887 and 921, 1990 Acts	f	1	Va. Acts	1991				711		459	H.B.	1152
Va. Acts Index	1991-1995	3	14	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; additional appropriations for institutions of higher education for 1990-92 biennium. Amending Chapters 887 and 921, 1990 Acts	f	1	Va. Acts	1991				690		450	S.B.	552
Va. Acts Index	1991-1995	3	15	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; additional appropriations for 1990-92 biennium. Amending Chapter 972, 1990 Acts	f	1	Va. Acts	1992				1333		824	H.B.	31
Va. Acts Index	1991-1995	3	16	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; additional appropriations for 1990-92 biennium. Amending Chapter 972, 1990 Acts; repealing Chapter 640, 1989 Acts and Chapter 922, 1990 Acts	f	1	Va. Acts	1991				1414		723	H.B.	1150
Va. Acts Index	1991-1995	3	17	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; additional appropriations for 1992-94 biennium. Amending Chapter 893, 1992 Acts	f	1	Va. Acts	1993				1648		994	H.B.	1250
Va. Acts Index	1991-1995	3	18	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; additional appropriations for 1992-94 biennium. Amending Chapter 893, 1992 Acts	f	1	Va. Acts	1994				1634		965	H.B.	31
Va. Acts Index	1991-1995	3	19	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; additional appropriations for 1994-96 biennium. Amending Chapter 966, 1994 Acts; repealing Chapters 4, 8 and 9, Sp. I 1994 Acts and Chapter 9, Sp. II 1994 Acts	f	1	Va. Acts	1995				1842		853	H.B.	1450
Va. Acts Index	1991-1995	3	20	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; additional appropriations for 1994-96 biennium for district court judges. Amending Chapter 966, 1994 Acts	f	1	Va. Acts	1994	Special I			4		4	H.B.	4003
Va. Acts Index	1991-1995	3	21	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; additional appropriations for 1994-96 biennium for district court judges. Amending Chapter 966, 1994 Acts	f	1	Va. Acts	1994	Special I			19		8	S.B.	2004
Va. Acts Index	1991-1995	3	22	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; additional appropriations for 1994-96 biennium for State's share of construction costs of Henrico-Goochland-New Kent Regional Jail. Amending Chapter 966, 1994 Acts	f	1	Va. Acts	1994	Special I			20		9	H.B.	4008
Va. Acts Index	1991-1995	3	23	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; appropriations for 1992-94 biennium	f	1	Va. Acts	1992				1686		893	H.B.	30
Va. Acts Index	1991-1995	3	24	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget bill; appropriations for 1994-96 biennium	f	1	Va. Acts	1994				2014		966	H.B.	30
Va. Acts Index	1991-1995	3	25	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget procedures and process; identification. Amending §§ 2.1-224, 2.1-394, 2.1-398 and 2.1-399; adding § 2.1-399.1.	f	1	Va. Acts	1992				777		582	H.B.	13
Va. Acts Index	1991-1995	3	26	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budget, state; overall spending target set by General Assembly. Adding § 2.1-394.2.	f	1	Va. Acts	1995				1400		769	H.B.	2431
Va. Acts Index	1991-1995	3	27	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Budgets, state agency; Governor's Commission on Government Reform to study feasibility and desirability of creating incentives and using private sector initiatives for expense control and for controlling growth thereof	f	1	Va. Acts	1994				2493			H.J.R.	186
Va. Acts Index	1991-1995	3	28	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Business-Education Partnership Program, Advisory Council on; created, Secretaries of Education and of Economic Development to report on activities thereof. Amending §§ 2.1-1.7, 9-6.23 and 9-6.25:1; adding §§ 2.1-51.21:1, 2.1-51.21:2, 2.1-51.40:1 and 9-325 through 9-329	f	1	Va. Acts	1993				270		248	H.B.	2213
Va. Acts Index	1991-1995	3	29	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Business-Education Partnership Program, Advisory Council on; created, Secretaries of Education and of Economic Development to report on activities thereof. Amending §§ 2.1-1.7, 9-6.23 and 9-6.25:1; adding §§ 2.1-51.21:1, 2.1-51.21:2, 2.1-51.40:1 and 9-325 through 9-329	f	1	Va. Acts	1993				1070		752	S.B.	990
Va. Acts Index	1991-1995	3	30	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Capital financing; Department of Economic Development to develop programs to assist small businesses in locating and obtaining sources thereof; Small Business Financing Authority to develop and implement a direct loan program to address financing needs of creditworthy businesses emerging or existing in State	f	1	Va. Acts	1993				2222			H.J.R.	649
Va. Acts Index	1991-1995	3	31	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Capital Financing, Commission on; created, appropriation	f	1	Va. Acts	1992				2045			H.J.R.	24
Va. Acts Index	1991-1995	4	1	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Capital projects; Secretary of Administration to study cost savings and benefits to localities that have resulted from use of value engineering therein	f	1	Va. Acts	1995				2424			H.J.R.	687
Va. Acts Index	1991-1995	4	2	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Capital projects; use of incentive contracting. Amending § 2.1-483.1	f	1	Va. Acts	1994				1534		924	H.B.	886
Va. Acts Index	1991-1995	4	3	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Capital projects; use of value engineering. Adding § 2.1-483.1:1.	f	1	Va. Acts	1994				629		442	H.B.	18
Va. Acts Index	1991-1995	4	4	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Capital projects; use of value engineering. Adding § 2.1-483.1:1.	f	1	Va. Acts	1994				1291		829	S.B.	125
Va. Acts Index	1991-1995	4	5	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Charitable solicitations by Department for Aging; exempt from registration, fee and reporting requirements. Amending § 57-60	f	1	Va. Acts	1995				449		312	H.B.	1955
Va. Acts Index	1991-1995	4	6	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Cherokee Indian Tribe; Secretary of Health and Human Resources, et al., to study recognition in Amherst County	f	1	Va. Acts	1992				2235			S.J.R.	15
Va. Acts Index	1991-1995	4	7	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Chief of Staff; confirming appointment	f	1	Va. Acts	1994				2641			S.J.R.	81
Va. Acts Index	1991-1995	4	8	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Child abuse; when appeals of certain investigations of local departments stayed. Amending §§ 2.1-384 and 63.1-248.6:1.	f	1	Va. Acts	1993				1578		963	H.B.	2421
Va. Acts Index	1991-1995	4	9	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Child Fatality Review Team; provisions. Amending §§ 2.1-342, 2.1-344, 9-6.14:4.1 and 32.1-283.1.	f	1	Va. Acts	1995				746		499	S.B.	901
Va. Acts Index	1991-1995	4	10	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Child protective services; early intervention and prevention. Amending §§ 2.1-759, 9-267 and 63.1-248.2.	f	1	Va. Acts	1995				801		520	H.B.	1988
Va. Acts Index	1991-1995	4	11	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Circuit court clerks; bond for money under control of court, blanket surety bond plans. Amending § 2.1-526.9; repealing § 8.01-600.1.	f	1	Va. Acts	1993				1524		939	H.B.	1860
Va. Acts Index	1991-1995	4	12	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Civilian Protection in Cases of Police Misconduct Act; created. Adding § 2.1-116.9:6.	f	1	Va. Acts	1993				1011		722	H.B.	2144
Va. Acts Index	1991-1995	4	13	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Coal; Department of Economic Development, et al., to create comprehensive export plan therefor	f	1	Va. Acts	1993				2383			S.J.R.	208
Va. Acts Index	1991-1995	4	14	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Collective bargaining; governmental employees prohibited therefrom. Adding §§ 40.1-57.2 and 40.1-57.3.	f	1	Va. Acts	1993				1332		879	H.B.	1872
Va. Acts Index	1991-1995	4	15	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Collective bargaining; governmental employees prohibited therefrom. Adding §§ 40.1-57.2 and 40.1-57.3.	f	1	Va. Acts	1993				1316		868	S.B.	962
Va. Acts Index	1991-1995	4	16	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Commerce and Trade, Secretariat of; confirming appointments	f	1	Va. Acts	1994				2737			S.J.R.	211
Va. Acts Index	1991-1995	4	17	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Commerce and Trade, Secretary of; confirming appointment	f	1	Va. Acts	1994				2618			S.J.R.	40
Va. Acts Index	1991-1995	4	18	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Commercial paper; investment of funds in prime quality stock. Amending § 2.1-328.1.	f	1	Va. Acts	1992				1193		769	H.B.	663
Va. Acts Index	1991-1995	4	19	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Commissions, boards, committees, etc.; expressing sense of General Assembly that Governor should consider establishing an appointment policy to ensure a gender-balanced and diverse membership thereon	f	1	Va. Acts	1993				2193			H.J.R.	595
Va. Acts Index	1991-1995	4	20	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Commissions, boards, committees, etc.; expressing sense of General Assembly that Governor should consider establishing an appointment policy to ensure a gender-balanced and diverse membership thereon	f	1	Va. Acts	1993				2425			S.J.R.	283
Va. Acts Index	1991-1995	4	21	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Comprehensive plans; use of local review of state capital projects. Adding § 15.1-428.1; repealing § 15.1-457	f	1	Va. Acts	1993				1131		786	S.B.	790
Va. Acts Index	1991-1995	4	22	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Comprehensive service systems; state executive council to provide administrative support and fiscal incentives. Amending § 2.1-746	f	1	Va. Acts	1995				1524		800	S.B.	829
Va. Acts Index	1991-1995	4	23	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Comprehensive Services Act; Secretaries of Health and Human Resources, of Public Safety, and of Education to study and evaluate state funding therefor	f	1	Va. Acts	1994				2430			H.J.R.	56
Va. Acts Index	1991-1995	4	24	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Comprehensive Services Act for At-Risk Youth and Families; membership on local teams. Amending §§ 2.1-751 and 2.1-753	f	1	Va. Acts	1995				293		190	S.B.	947
