Index Type	Index Volume	Index Page	Entry Order	Subject	Type	Detail	Detail Prefix Added	Citation Order	Citation Law Type	Citation Year	Citation Session	Citation Session Type	Citation Volume	Citation Page	Citation Page Range	Citation Chapter	Citation Bill Type	Citation Bill Number
Va. Acts Index	1986-1990	4	7	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Child Day-Care and Early Childhood Programs, Council on; created. Amending §§ 2.1-1.7, 2.1-20.4, 2.1-51.15 and 9-6.25:2; adding §§ 9-281 through 9-291; repealing § 2.1-553.2.	f	1	Va. Acts	1989				932		614	S.B.	603
Va. Acts Index	1986-1990	4	8	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Child Day-Care Council; created. Amending §§ 2.1-1.7, 2.1-51.15, 9-6.25:2, 63.1-196.01, 63.1-196.1 and 63.1-202; adding § 63.1-202.1.	f	1	Va. Acts	1987				1235		698	H.B.	1237
Va. Acts Index	1986-1990	4	9	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Child day-care services; requesting participation of certain agencies therein	f	1	Va. Acts	1990				2295			H.J.R.	123
Va. Acts Index	1986-1990	4	10	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Childhood and day-care providers and professionals; October 22 established as a day of recognition therefor. Adding § 2.1-27.6.	f	1	Va. Acts	1989				193		132	H.B.	1293
Va. Acts Index	1986-1990	4	11	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Children and their families; Secretaries of Health and Human Resources and of Education, and Departments of Corrections and of Youth Services to study impact of laws protecting client confidentiality on cooperative relationships of agencies which are working to address problems thereof	f	1	Va. Acts	1990				2295			H.J.R.	121
Va. Acts Index	1986-1990	4	12	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Claims against any department, institution, etc., of State; settlement of disputes by Attorney General. Amending § 2.1-127	f	1	Va. Acts	1989				119		75	H.B.	1685
Va. Acts Index	1986-1990	4	13	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Claims evaluation program; development in Division of Risk Management. Adding § 8.01-195.9.	f	1	Va. Acts	1988				827		644	S.B.	256
Va. Acts Index	1986-1990	4	14	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	College Building Authority; annual audits by Auditor of Public Accounts. Adding § 23-30.32	f	1	Va. Acts	1987				101		74	H.B.	1159
Va. Acts Index	1986-1990	4	15	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Commonwealth's Attorneys' Services and Training Council; established as a collegial body within executive branch. Amending §§ 2.1-1.6, 2.1-1.7 and 2.1-1.9.	f	1	Va. Acts	1986				1060		547	H.B.	788
Va. Acts Index	1986-1990	4	16	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Community action boards; composition. Amending §§ 2.1-591 and 2.1-595	f	1	Va. Acts	1989				360		273	H.B.	1351
Va. Acts Index	1986-1990	4	17	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Comprehensive plan; approval and funding of facilities by Public Telecommunications Board, exception for television and radio towers and structures not necessary to house electronic apparatus. Amending §§ 2.1-563.26 and 15.1-456	f	1	Va. Acts	1990				925		633	H.B.	904
Va. Acts Index	1986-1990	4	18	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Conflict of Interests Act; increases amount of salary an employee may make who stands in direct supervisory relationship with a spouse or relative residing in same household. Amending § 2.1-608	f	1	Va. Acts	1987				1049		631	H.B.	1082
Va. Acts Index	1986-1990	4	19	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Conflict of Interests Act; increases annual salary level of employee whose spouse is also employed by same governmental agency. Amending § 2.1-639.9.	f	1	Va. Acts	1990				106		51	H.B.	329
Va. Acts Index	1986-1990	4	20	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Conflict of Interests Act; prohibited contracts by officers and employees of a state-supported higher educational institution which operates a school of medicine or dentistry. Amending § 2.1-639.6.	f	1	Va. Acts	1989				118		74	H.B.	1648
Va. Acts Index	1986-1990	4	21	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Conflict of Interests Act; provisions shall not exclude members of local governing bodies from adopting local school budgets or appropriation items, or from selecting school board members. Amending § 2.1-610	f	1	Va. Acts	1987				319		239	H.B.	1304
Va. Acts Index	1986-1990	4	22	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Conflict of Interests Act, Comprehensive; definition of financial institution. Amending § 2.1-600	f	1	Va. Acts	1986				503		301	S.B.	172
Va. Acts Index	1986-1990	4	23	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Conflict of Interests Act, Comprehensive; duties of Attorney General concerning violations of an officer or employee serving at state level. Amending § 2.1-632	f	1	Va. Acts	1986				588		356	H.B.	540
Va. Acts Index	1986-1990	4	24	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Conflict of Interests Act, State and Local Government; created, abolishing previous provisions, change in disclosure form. Amending §§ 2.1-457, 9-263, 10-17.12, 11-72, 11-73, 11-74, 24.1-167, 36-55.28 and 45.1-4; adding §§ 2.1-639.1 through 2.1-639.24 and 2.1-639.30 through 2.1-639.61; repealing §§ 2.1-599 through 2.1-634	f	1	Va. Acts	1987	Special			1		1	S.B.	1
Va. Acts Index	1986-1990	5	1	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Conservation Generally (Title 10); revising, rearranging, amending and recodifying Code of Virginia, changes various codes to conform to revision. Amending §§ 2.1-1.1, 2.1-1.3, 2.1-1.5, 2.1-1.6, 2.1-51.9, 2.1-342 and 2.1-344; adding §§ 2.1-548.8:1, 2.1-548.8:2, 2.1-548.8:3 and 10.1-100 through 10.1-1901; repealing §§ 9-152.1 through 9-152.5, 10-1 through 10-312, 21-1 through 21-112.21, 27-5.2, 27-5.4, 27-54.1 through 27-54.5, 32.1-238.6:1 through 32.1-238.10, 45.1-1.8, 56-426.1, 62.1-44.108 through 62.1-44.112, 62.1-115.1 through 62.1-115.10, 62.1-153 and 62.1-154	f	1	Va. Acts	1988				1874		891	S.B.	239
Va. Acts Index	1986-1990	5	2	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Consolidated Laboratory Services, Division of; chain of custody on certificate of analysis. Amending § 19.2-187.01	f	1	Va. Acts	1989				655		458	S.B.	587
Va. Acts Index	1986-1990	5	3	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Consolidated Laboratory Services, Division of; to absorb any laboratory activity that is owned and operated by a political subdivision that will conform to duties and responsibilities thereof. Adding § 2.1-429.4.	f	1	Va. Acts	1987				458		369	H.B.	1341
Va. Acts Index	1986-1990	5	4	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Constitutional Government, Commission on; operations and expenditures. Repealing § 9-48.7.	f	1	Va. Acts	1987				183		122	H.B.	982
Va. Acts Index	1986-1990	5	5	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Constitutional officers; filing statements of financial interest. Amending § 24.1-167; adding § 2.1-639.14:1.	f	1	Va. Acts	1988				586		469	H.B.	464
Va. Acts Index	1986-1990	5	6	ADMINISTRATION OF THE GOVERNMENT GENERALLY	Citation	Contingent workers; Secretary of Economic Development to study effect temporary workers have on equal employment, wages and benefits	f	1	Va. Acts	1989				2314			S.J.R.	194
